states,values,action_probs,goals
"[[0, 0], [0, 0], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [1, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3]]",0.4913307142274733,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999995 0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [1, 0], [1, 3], [1, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [0, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6]]",0.6909505965826199,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3], [6, 3]]",0.49133071305763826,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999995 0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3], [6, 3], [6, 3]]",0.4913307117646628,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999995 0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [4, 0], [4, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [4, 0]]",0.004034261064718089,"[0.         0.         0.         0.         0.         0.
 0.         0.49999975 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.49999975
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3], [6, 3], [6, 3], [6, 3]]",0.49133071032802333,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999994 0.
 0.        ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3], [6, 3], [6, 3], [6, 3], [6, 3]]",0.4913307087223674,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999994 0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [0, 3], [6, 3], [6, 3], [6, 3], [6, 3], [6, 3], [6, 3]]",0.4913307069160046,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99999994 0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6]]",0.0,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.999999 0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 3], [0, 0], [4, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [4, 0], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6]]",0.7405813744197733,"[0.         0.00537634 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99462365
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [0, 6], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3]]",0.7392301204763374,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6]]",0.7940469666242724,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.99579832 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00420168
 0.        ]","[ 0.05390443 -0.06548024  0.1         0.          0.          0.99476098
  0.03983298 -0.0107732   0.          0.          0.          0.71900762]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [0, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 6]]",0.5567240069600562,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.74999981
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.24999994
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [6, 0], [6, 3], [6, 3], [6, 3], [6, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.690126383390065,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.03906926 -0.04526096  0.1         0.          0.          0.79722935
  0.00307948 -0.02570975  0.          0.          0.          0.4140487 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3], [4, 3]]",0.7392301202808773,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7012574539103711,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.04590155 -0.05562033  0.1         0.          0.          0.89485579
  0.01793781 -0.01668085  0.          0.          0.          0.52370837]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0]]",0.7524108076138468,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6]]",0.7524108075449447,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6], [1, 6]]",0.7524108074747048,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.005349723860414461,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.999999 0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05390443 -0.06548024  0.1         0.          0.          0.99476098
  0.03983298 -0.0107732   0.          0.          0.          0.71900762]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6], [1, 6], [1, 6]]",0.7524108074030873,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6]]",0.752410807330052,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7524108072555559,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3], [4, 3], [4, 3]]",0.7392301200789019,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7524108071795547,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7127534775565081,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999998
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05156974 -0.06280649  0.1         0.          0.          0.9668463
  0.03211438 -0.01177412  0.          0.          0.          0.63990513]"
"[[0, 0], [0, 6], [0, 6], [0, 6], [4, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6]]",0.744584516940692,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.7392301198700797,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6]]",0.7973066523247232,"[0.00423729 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99152542
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00423729
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6]]",0.744584516918579,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 0], [6, 0], [6, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7445845168962232,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3]]",0.41992387362432504,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999986 0.         0.         0.
 0.        ]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.7392301196540568,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6]]",0.7485980033456566,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.999999 0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 3], [0, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.7392301194304544,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999998 0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7246327019844627,"[0.         0.26666666 0.         0.         0.         0.
 0.         0.         0.         0.         0.73333332 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05390443 -0.06548024  0.1         0.          0.          0.99476098
  0.03983298 -0.0107732   0.          0.          0.          0.71900762]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7445845168736202,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.744584516850766,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999999
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
